date,home_team,away_team,home_score,away_score,tournament,country,neutral,shootout_winner,first_shooter,match_outcome,home_elo_pre,away_elo_pre
2006-11-21,Northern Cyprus,Tibet,10.0,0.0,ELF Cup,Northern Cyprus,False,,,Home Win,1525.0096570918124,1455.048520838123
2006-11-21,Tajikistan,Crimea,1.0,2.0,ELF Cup,Northern Cyprus,True,,,Away Win,1518.4933639031017,1502.253006661492
2006-11-21,Găgăuzia,Zanzibar,1.0,1.0,ELF Cup,Northern Cyprus,True,,,Draw,1475.360753434245,1407.138141073257
2006-11-21,Sápmi,Ambazonia,3.0,0.0,Viva World Cup,France,True,,,Home Win,1512.6890412164814,1490.0904249776358
2006-11-21,Occitania,Monaco,2.0,3.0,Viva World Cup,France,False,,,Away Win,1483.0927477989692,1514.756302819935
2006-11-21,Bahamas,Bermuda,0.0,4.0,CFU Caribbean Cup qualification,Barbados,True,,,Away Win,1422.9112453151088,1439.7887815226466
2006-11-21,Greenland,Kyrgyzstan,0.0,1.0,ELF Cup,Northern Cyprus,True,,,Away Win,1449.2808171271627,1397.5629675851778
2006-11-23,Northern Cyprus,Zanzibar,5.0,0.0,ELF Cup,Northern Cyprus,False,,,Home Win,1530.4739440659541,1409.0768917688138
2006-11-23,Barbados,Bermuda,1.0,1.0,CFU Caribbean Cup qualification,Barbados,False,,,Draw,1474.71536292826,1454.060692328556
2006-11-23,Occitania,Ambazonia,3.0,0.0,Viva World Cup,France,True,,,Home Win,1471.1508440882399,1480.739949709333
2006-11-23,Sápmi,Monaco,14.0,0.0,Viva World Cup,France,True,,,Home Win,1522.0395164847844,1526.6982065306643
2006-11-23,Kyrgyzstan,Crimea,2.0,3.0,ELF Cup,Northern Cyprus,True,,,Away Win,1409.0406289895802,1512.7201015733165
2006-11-24,Sápmi,Monaco,21.0,1.0,Viva World Cup,France,True,,,Home Win,1532.1735963273825,1516.5641266880662
2006-11-24,Occitania,Ambazonia,3.0,0.0,Viva World Cup,France,True,,,Home Win,1481.4267706759497,1470.464023121623
2006-11-24,Guyana,Antigua and Barbuda,6.0,0.0,CFU Caribbean Cup qualification,Guyana,False,,,Home Win,1412.9250957100594,1358.96691701375
2006-11-24,Dominican Republic,Guadeloupe,0.0,3.0,CFU Caribbean Cup qualification,Guyana,True,,,Away Win,1396.0686022742004,1522.460430542105
2006-11-25,Ethiopia,Tanzania,1.0,2.0,CECAFA Cup,Ethiopia,False,,,Away Win,1548.3995447440986,1392.5793560185905
2006-11-25,Kyrgyzstan,Zanzibar,2.0,2.0,ELF Cup,Northern Cyprus,True,,,Draw,1401.939229857076,1404.707010428254
2006-11-25,Northern Cyprus,Crimea,3.0,1.0,ELF Cup,Northern Cyprus,False,,,Home Win,1534.8438254065138,1519.8215007058207
2006-11-26,Burundi,Zambia,3.0,2.0,CECAFA Cup,Ethiopia,True,,,Home Win,1394.8975860304704,1629.681207928401
2006-11-26,Djibouti,Malawi,0.0,3.0,CECAFA Cup,Ethiopia,True,,,Away Win,1220.1303189553378,1424.6004604748343
2006-11-26,Dominican Republic,Antigua and Barbuda,2.0,0.0,CFU Caribbean Cup qualification,Guyana,True,,,Home Win,1386.2967552639648,1350.2104159815397
2006-11-26,Guyana,Guadeloupe,3.0,2.0,CFU Caribbean Cup qualification,Guyana,False,,,Home Win,1421.6815967422697,1532.2322775523407
2006-11-27,Somalia,Rwanda,0.0,3.0,CECAFA Cup,Ethiopia,True,,,Away Win,1245.16470303966,1432.2605993507907
2006-11-27,Sudan,Uganda,1.0,2.0,CECAFA Cup,Ethiopia,True,,,Away Win,1449.0335974034838,1485.8513305094898
2006-11-28,Malawi,Tanzania,1.0,2.0,CECAFA Cup,Ethiopia,True,,,Away Win,1434.0239635076393,1425.1175637325161
2006-11-28,Guyana,Dominican Republic,4.0,0.0,CFU Caribbean Cup qualification,Guyana,False,,,Home Win,1437.1369662810275,1399.7443611085862
2006-11-28,Ethiopia,Djibouti,4.0,0.0,CECAFA Cup,Ethiopia,False,,,Home Win,1515.861337030173,1210.7068159225328
2006-11-28,Antigua and Barbuda,Guadeloupe,1.0,3.0,CFU Caribbean Cup qualification,Guyana,True,,,Away Win,1336.7628101369182,1516.776908013583
2006-11-29,El Salvador,Panama,0.0,0.0,Friendly,El Salvador,False,,,Draw,1472.5503273738655,1520.7723195834324
2006-11-29,Zanzibar,Burundi,0.0,0.0,CECAFA Cup,Ethiopia,True,,,Draw,1404.6273489848604,1426.672727479882
2006-11-30,Rwanda,Uganda,0.0,1.0,CECAFA Cup,Ethiopia,True,,,Away Win,1442.4234856797377,1503.7398293067713
2006-11-30,Somalia,Sudan,0.0,3.0,CECAFA Cup,Ethiopia,True,,,Away Win,1235.001816710713,1431.1450986062023
2006-12-01,Ethiopia,Malawi,1.0,0.0,CECAFA Cup,Ethiopia,False,,,Home Win,1519.4007954334988,1413.5113821975365
2006-12-01,Tanzania,Djibouti,3.0,0.0,CECAFA Cup,Ethiopia,True,,,Home Win,1445.630145042619,1207.167357519207
2006-12-02,Zambia,Zanzibar,4.0,0.0,CECAFA Cup,Ethiopia,True,,,Home Win,1597.9060664789893,1405.894682626811
2006-12-03,Sudan,Rwanda,0.0,0.0,CECAFA Cup,Ethiopia,True,,,Draw,1440.9182506750494,1425.9169440165508
2006-12-03,Uganda,Somalia,2.0,0.0,CECAFA Cup,Ethiopia,True,,,Home Win,1520.2463709699582,1225.2286646418659
2006-12-05,Tanzania,Rwanda,1.0,2.0,CECAFA Cup,Ethiopia,True,,,Away Win,1453.7174900159005,1426.7799524158668
2006-12-05,Ethiopia,Zambia,0.0,1.0,CECAFA Cup,Ethiopia,False,,,Away Win,1528.7655736352501,1607.855944895537
2006-12-06,Burundi,Sudan,0.0,1.0,CECAFA Cup,Ethiopia,True,,,Away Win,1425.4053938379316,1440.0552422757335
2006-12-06,Uganda,Malawi,0.0,0.0,CECAFA Cup,Ethiopia,True,,,Draw,1526.434085401529,1404.1466039957852
2006-12-06,United Arab Emirates,Poland,2.0,5.0,Friendly,United Arab Emirates,False,,,Away Win,1560.2480788467694,1702.6849170597154
2006-12-08,Rwanda,Zambia,0.0,1.0,CECAFA Cup,Ethiopia,True,,,Away Win,1448.327502051128,1629.058148785663
2006-12-08,Uganda,Sudan,2.0,2.0,CECAFA Cup,Ethiopia,True,,,Draw,1519.6716262631364,1459.212428642193
2006-12-09,Tanzania,DR Congo,2.0,0.0,Friendly,Tanzania,False,,,Home Win,1432.1699403806392,1565.8295687735915
2006-12-09,Silesia,Poland,1.0,1.0,Friendly,Poland,False,,,Draw,1492.0571905666334,1707.0772209211975
2006-12-10,Rwanda,Uganda,0.0,0.0,CECAFA Cup,Ethiopia,True,,,Draw,1437.884351789913,1516.2260243086052
2006-12-10,United Arab Emirates,Slovakia,1.0,2.0,Friendly,United Arab Emirates,False,,,Away Win,1555.8557749852873,1613.3209155924822
2006-12-10,Zambia,Sudan,0.0,0.0,CECAFA Cup,Ethiopia,True,,,Draw,1639.501299046878,1462.658030596724
2006-12-14,Yemen,Comoros,2.0,0.0,Arab Cup qualification,Yemen,False,,,Home Win,1379.0228714680643,1380.1905888837757
2006-12-15,Réunion,Mayotte,3.0,1.0,Friendly,Réunion,False,,,Home Win,1498.0621957633984,1494.8249920190615
2006-12-17,Djibouti,Comoros,2.0,4.0,Arab Cup qualification,Yemen,True,,,Away Win,1199.0800125459255,1369.346037018808
2006-12-20,Yemen,Djibouti,4.0,1.0,Arab Cup qualification,Yemen,False,,,Home Win,1389.867423333032,1190.8940330043097
2006-12-21,Lebanon,Mauritania,0.0,0.0,Arab Cup qualification,Lebanon,False,,,Draw,1457.7823826508582,1301.101135282506
2006-12-21,Sudan,Somalia,6.0,1.0,Arab Cup qualification,Lebanon,True,,,Home Win,1472.0412793710552,1219.040950210295
2006-12-24,Lebanon,Somalia,4.0,0.0,Arab Cup qualification,Lebanon,False,,,Home Win,1448.356197375451,1213.3703336676242
2006-12-24,Singapore,Kazakhstan,0.0,0.0,King's Cup,Thailand,True,,,Draw,1466.4388826399154,1408.6287483946337
2006-12-24,Sudan,Mauritania,2.0,0.0,Arab Cup qualification,Lebanon,True,,,Home Win,1477.711895913726,1310.527320557913
2006-12-24,Thailand,Vietnam,2.0,1.0,King's Cup,Thailand,False,,,Home Win,1460.7871325283472,1426.6580862362346
2006-12-26,Thailand,Singapore,2.0,0.0,King's Cup,Thailand,False,,,Home Win,1467.107594427262,1464.7901606887367
2006-12-26,Vietnam,Kazakhstan,2.0,1.0,King's Cup,Thailand,True,,,Home Win,1420.3376243373198,1410.2774703458124
2006-12-27,Basque Country,Serbia,4.0,0.0,Friendly,Spain,False,,,Home Win,1594.8019862929784,1680.416948236539
2006-12-27,Lebanon,Sudan,0.0,0.0,Arab Cup qualification,Lebanon,False,,,Draw,1452.164251445549,1486.0038832184123
2006-12-27,Somalia,Mauritania,2.0,8.0,Arab Cup qualification,Lebanon,True,,,Away Win,1209.5622795975262,1302.2353332532268
2006-12-28,Martinique,Saint Vincent and the Grenadines,2.0,2.0,Friendly,Martinique,False,,,Draw,1549.0776071560754,1461.3866207766412
2006-12-28,Singapore,Vietnam,2.0,3.0,King's Cup,Thailand,True,,,Away Win,1457.6528120212854,1430.0481507250972
2006-12-28,Thailand,Kazakhstan,2.0,2.0,King's Cup,Thailand,False,,,Draw,1474.2449430947133,1400.566943958035
2006-12-28,Galicia,Ecuador,1.0,1.0,Friendly,Spain,False,,,Draw,1506.621295834568,1674.975090759374
2006-12-30,Martinique,Saint Vincent and the Grenadines,1.0,1.0,Friendly,Martinique,False,,,Draw,1546.6118420033981,1463.8523859293184
2006-12-30,Thailand,Vietnam,3.0,1.0,King's Cup,Thailand,False,,,Home Win,1469.6246723297322,1440.8410090835685
2007-01-06,Martinique,Guadeloupe,3.0,0.0,Friendly,Martinique,False,,,Home Win,1544.2001622331425,1524.6331664250347
2007-01-07,Singapore,Philippines,4.0,1.0,Friendly,Singapore,False,,,Home Win,1446.8599536628142,1124.4405501773515
2007-01-07,Haiti,Bermuda,2.0,0.0,CFU Caribbean Cup qualification,Trinidad and Tobago,True,,,Home Win,1549.3976784997203,1459.07000305428
2007-01-07,Yemen,Eritrea,4.0,1.0,Friendly,Yemen,False,,,Home Win,1394.4195827232088,1330.88909077238
2007-01-08,Saudi Arabia,Gambia,3.0,0.0,Friendly,Saudi Arabia,False,,,Home Win,1648.5268928933488,1429.056115122564
2007-01-09,Bermuda,Haiti,0.0,3.0,CFU Caribbean Cup qualification,Trinidad and Tobago,True,,,Away Win,1447.8842108430058,1560.5834707109948
2007-01-11,Costa Rica,Nicaragua,2.0,0.0,Friendly,Costa Rica,False,,,Home Win,1613.3831810072631,1243.6016869906146
2007-01-11,Saudi Arabia,Syria,2.0,1.0,Friendly,Saudi Arabia,False,,,Home Win,1649.898563335293,1529.8875477374363
2007-01-12,Haiti,Martinique,1.0,0.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Home Win,1570.8816151862468,1547.5443137046896
2007-01-12,Malaysia,Philippines,4.0,0.0,AFF Championship,Thailand,True,,,Home Win,1392.9815980780093,1123.6326354313003
2007-01-12,Thailand,Myanmar,1.0,1.0,AFF Championship,Thailand,False,,,Draw,1476.0789033510075,1411.814971159003
2007-01-12,Trinidad and Tobago,Barbados,1.0,1.0,CFU Caribbean Cup,Trinidad and Tobago,False,,,Draw,1578.06686376426,1469.7060522025358
2007-01-13,Singapore,Vietnam,0.0,0.0,AFF Championship,Singapore,False,,,Draw,1447.6678684088654,1434.3867780622932
2007-01-13,Qatar,Oman,1.0,1.0,Friendly,Qatar,False,,,Draw,1598.4789262829006,1606.3237579384697
2007-01-13,Indonesia,Laos,3.0,1.0,AFF Championship,Singapore,True,,,Home Win,1451.7205159619834,1256.8687674333876
2007-01-14,Venezuela,Sweden,2.0,0.0,Friendly,Venezuela,False,,,Home Win,1486.479068149969,1784.1015802743775
2007-01-14,Thailand,Philippines,4.0,0.0,AFF Championship,Thailand,False,,,Home Win,1467.2698932802614,1116.632057064118
2007-01-14,Cuba,Guadeloupe,1.0,2.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Away Win,1654.369128106377,1521.2890149534876
2007-01-14,Malaysia,Myanmar,0.0,0.0,AFF Championship,Thailand,True,,,Draw,1399.9821764451915,1420.6239812297492
2007-01-14,Panama,Armenia,1.0,1.0,Friendly,United States,True,,,Draw,1521.511997107311,1391.3222062103998
2007-01-15,Haiti,Barbados,2.0,0.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Home Win,1580.2109220360733,1475.0744884124992
2007-01-15,Singapore,Laos,11.0,0.0,AFF Championship,Singapore,False,,,Home Win,1441.3685415792263,1247.0406039065615
2007-01-15,Trinidad and Tobago,Martinique,5.0,1.0,CFU Caribbean Cup,Trinidad and Tobago,False,,,Home Win,1572.6984275542966,1538.215006854863
2007-01-15,Vietnam,Indonesia,1.0,1.0,AFF Championship,Singapore,True,,,Draw,1440.6861048919322,1461.5486794888095
2007-01-16,Myanmar,Philippines,0.0,0.0,AFF Championship,Thailand,True,,,Draw,1419.4371395286537,1113.851241044871
2007-01-16,Guadeloupe,Guyana,3.0,4.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Away Win,1534.9424209038125,1446.496259468156
2007-01-16,Thailand,Malaysia,1.0,0.0,AFF Championship,Thailand,False,,,Home Win,1470.0507092995085,1401.169018146287
2007-01-17,Vietnam,Laos,9.0,0.0,AFF Championship,Singapore,True,,,Home Win,1441.8856098929123,1240.8320925443113
2007-01-17,Barbados,Martinique,2.0,3.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Away Win,1468.0114538249757,1531.9033604202461
2007-01-17,Kuwait,Yemen,1.0,1.0,Gulf Cup,United Arab Emirates,True,,,Draw,1564.9827037276148,1397.2258455189271
2007-01-17,Singapore,Indonesia,2.0,2.0,AFF Championship,Singapore,False,,,Draw,1447.5770529414765,1460.3491744878295
2007-01-17,Trinidad and Tobago,Haiti,3.0,1.0,CFU Caribbean Cup,Trinidad and Tobago,False,,,Home Win,1579.0100739889135,1587.2739566235969
2007-01-17,United Arab Emirates,Oman,1.0,2.0,Gulf Cup,United Arab Emirates,False,,,Away Win,1550.2466890939304,1607.6197266840857
2007-01-18,Qatar,Iraq,0.0,1.0,Gulf Cup,United Arab Emirates,True,,,Away Win,1597.1829575372847,1634.2298547977955
2007-01-18,Saudi Arabia,Bahrain,2.0,1.0,Gulf Cup,United Arab Emirates,True,,,Home Win,1652.0971585302589,1560.0470545182864
2007-01-18,Cuba,Guyana,0.0,0.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Draw,1640.7157221560522,1458.9883425257099
2007-01-18,Ecuador,Sweden,2.0,1.0,Friendly,Ecuador,False,,,Home Win,1674.003898636175,1776.5291808571658
2007-01-18,Saint Vincent and the Grenadines,Guadeloupe,0.0,1.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Away Win,1466.264065699574,1522.4503378462587
2007-01-20,United Arab Emirates,Yemen,2.0,1.0,Gulf Cup,United Arab Emirates,False,,,Home Win,1539.0259057960802,1401.7110217584996
2007-01-20,Trinidad and Tobago,Cuba,3.0,1.0,CFU Caribbean Cup,Trinidad and Tobago,False,,,Home Win,1586.4293909752157,1635.9151898678347
2007-01-20,Guadeloupe,Haiti,1.0,3.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Away Win,1530.8471186504662,1579.8546396372947
2007-01-20,Kuwait,Oman,1.0,2.0,Gulf Cup,United Arab Emirates,True,,,Away Win,1560.4975274880424,1618.8405099819358
2007-01-21,Bahrain,Iraq,1.0,1.0,Gulf Cup,United Arab Emirates,True,,,Draw,1552.6361709501057,1643.1675822951995
2007-01-21,Ecuador,Sweden,1.0,1.0,Friendly,Ecuador,False,,,Draw,1679.0402397287098,1771.492839764631
2007-01-21,Saudi Arabia,Qatar,1.0,1.0,Gulf Cup,United Arab Emirates,True,,,Draw,1659.5080420984395,1588.2452300398807
2007-01-23,United Arab Emirates,Kuwait,3.0,2.0,Gulf Cup,United Arab Emirates,False,,,Home Win,1543.0909379218601,1552.161165368838
2007-01-23,Cuba,Guadeloupe,2.0,1.0,CFU Caribbean Cup,Trinidad and Tobago,True,,,Home Win,1627.3589467060128,1522.2483873436588
2007-01-23,Malaysia,Singapore,1.0,1.0,AFF Championship,Malaysia,False,,,Draw,1390.191020283968,1442.658718680932
2007-01-23,Oman,Yemen,2.0,1.0,Gulf Cup,United Arab Emirates,True,,,Home Win,1627.1768721011401,1397.6459896327196
2007-01-23,Trinidad and Tobago,Haiti,1.0,2.0,CFU Caribbean Cup,Trinidad and Tobago,False,,,Away Win,1594.9856341370376,1588.453370944102
2007-01-24,Qatar,Bahrain,1.0,2.0,Gulf Cup,United Arab Emirates,True,,,Away Win,1590.2680508877086,1555.1844601574905
2007-01-24,Saudi Arabia,Iraq,1.0,0.0,Gulf Cup,United Arab Emirates,True,,,Home Win,1657.4852212506116,1640.6192930878146
2007-01-24,Vietnam,Thailand,0.0,2.0,AFF Championship,Vietnam,False,,,Away Win,1451.4515238593192,1481.0287071618275
2007-01-24,Zanzibar,Northern Cyprus,2.0,1.0,Friendly,Zanzibar,False,,,Home Win,1395.944804210263,1541.649088536766
2007-01-27,United Arab Emirates,Saudi Arabia,1.0,0.0,Gulf Cup,United Arab Emirates,False,,,Home Win,1550.5319306543522,1667.0001617743012
2007-01-27,Oman,Bahrain,1.0,0.0,Gulf Cup,United Arab Emirates,True,,,Home Win,1631.38896052111,1566.190828848022
2007-01-27,Singapore,Malaysia,1.0,1.0,AFF Championship,Singapore,False,,,Draw,1445.3779540095923,1387.4717849553078
2007-01-28,Thailand,Vietnam,0.0,0.0,AFF Championship,Thailand,False,,,Draw,1505.0279507884534,1427.4522802326933
2007-01-30,United Arab Emirates,Oman,1.0,0.0,Gulf Cup,United Arab Emirates,False,,,Home Win,1561.0055697924945,1639.5341288348568
2007-01-31,Singapore,Thailand,2.0,1.0,AFF Championship,Singapore,False,,,Home Win,1436.8662902513881,1495.6118541758717
2007-01-31,Panama,Trinidad and Tobago,2.0,1.0,Friendly,Panama,False,,,Home Win,1519.7214464042759,1582.0120024001735
2007-02-03,Poland,Estonia,4.0,0.0,Friendly,Spain,True,,,Home Win,1705.4798821347206,1396.4614126302015
2007-02-04,Costa Rica,Trinidad and Tobago,4.0,0.0,Friendly,Costa Rica,False,,,Home Win,1614.0103939549776,1577.552563951822
2007-02-04,Thailand,Singapore,1.0,1.0,AFF Championship,Thailand,False,,,Draw,1477.9755521364712,1454.5025922907887
2007-02-06,Lithuania,Mali,1.0,3.0,Friendly,France,True,,,Away Win,1472.9484171876993,1596.7303015522953
2007-02-06,Portugal,Brazil,2.0,0.0,Friendly,England,True,,,Home Win,1810.9046914501268,1930.547851148094
2007-02-06,Northern Ireland,Wales,0.0,0.0,Friendly,Northern Ireland,False,,,Draw,1493.1989930140035,1518.4836380267361
2007-02-06,Nigeria,Ghana,1.0,4.0,Friendly,England,True,,,Away Win,1797.2013811663435,1700.5003855109514
2007-02-06,Latvia,Bulgaria,0.0,2.0,Cyprus International Tournament,Cyprus,True,,,Away Win,1466.6249066201533,1658.4574923464854
2007-02-06,Australia,Denmark,1.0,3.0,Friendly,England,True,,,Away Win,1758.7641282756488,1775.294880074688
2007-02-06,Greece,South Korea,0.0,1.0,Friendly,England,True,,,Away Win,1751.6469995715577,1660.8812547780205
2007-02-06,Cyprus,Hungary,2.0,1.0,Cyprus International Tournament,Cyprus,False,,,Home Win,1425.305424559667,1529.407348562283
2007-02-06,Botswana,Namibia,1.0,0.0,Friendly,Botswana,False,,,Home Win,1427.1577671854905,1361.9045343641822
2007-02-06,Ivory Coast,Guinea,1.0,0.0,Friendly,France,True,,,Home Win,1740.8883505237618,1620.9793531127182
2007-02-07,Malta,Austria,1.0,1.0,Friendly,Malta,False,,,Draw,1242.5296611852175,1568.8227580770008
2007-02-07,Romania,Moldova,2.0,0.0,Friendly,Romania,False,,,Home Win,1747.6077740773194,1382.1676014589618
2007-02-07,Morocco,Tunisia,1.0,1.0,Friendly,Morocco,False,,,Draw,1701.0914322488256,1655.3779592555754
2007-02-07,Netherlands,Russia,4.0,1.0,Friendly,Netherlands,False,,,Home Win,1851.040934859415,1682.486732900472
2007-02-07,Poland,Slovakia,2.0,2.0,Friendly,Spain,True,,,Draw,1706.9243299912682,1618.930001483839
2007-02-07,Senegal,Benin,2.0,1.0,Friendly,France,True,,,Home Win,1677.9265557439667,1403.034412796908
2007-02-07,San Marino,Republic of Ireland,1.0,2.0,UEFA Euro qualification,San Marino,False,,,Away Win,1148.3849077076284,1693.223948802577
2007-02-07,Togo,Cameroon,2.0,2.0,Friendly,Togo,False,,,Draw,1516.6487992834825,1805.9590067425731
2007-02-07,United States,Mexico,2.0,0.0,Friendly,United States,False,,,Home Win,1723.909279773417,1759.5735038329858
2007-02-07,Uzbekistan,Azerbaijan,0.0,0.0,Friendly,Uzbekistan,False,,,Draw,1626.4132665883822,1337.3251746578346
2007-02-07,Venezuela,Chile,0.0,1.0,Friendly,Venezuela,False,,,Away Win,1494.0514675671807,1618.090506764251
2007-02-07,Latvia,Hungary,0.0,2.0,Cyprus International Tournament,Cyprus,True,,,Away Win,1461.6461196785513,1519.2892911842455
2007-02-07,Slovenia,Estonia,1.0,0.0,Friendly,Slovenia,False,,,Home Win,1538.778181595792,1395.0169647736539
2007-02-07,Israel,Ukraine,1.0,1.0,Friendly,Israel,False,,,Draw,1620.6856659246464,1714.7547989910381
2007-02-07,Luxembourg,Gambia,2.0,1.0,Friendly,Luxembourg,False,,,Home Win,1052.1968161737952,1427.68444468062
2007-02-07,Germany,Switzerland,3.0,1.0,Friendly,Germany,False,,,Home Win,1859.474009796722,1735.9936408648227
2007-02-07,Algeria,Libya,2.0,1.0,Friendly,Algeria,False,,,Home Win,1554.309368557276,1502.3240913441205
2007-02-07,Belgium,Czech Republic,0.0,2.0,Friendly,Belgium,False,,,Away Win,1644.8203478773798,1791.7922876414361
2007-02-07,China PR,Kazakhstan,2.0,1.0,Friendly,China PR,False,,,Home Win,1634.775441071172,1405.187214723016
2007-02-07,Colombia,Uruguay,1.0,3.0,Friendly,Colombia,False,,,Away Win,1687.9906036896793,1733.1389347586712
2007-02-07,Croatia,Norway,2.0,1.0,Friendly,Croatia,False,,,Home Win,1779.1333922393067,1677.7506527650692
2007-02-07,Andorra,Armenia,0.0,0.0,Friendly,Andorra,False,,,Draw,1255.337854905603,1393.1127569134349
2007-02-07,Iran,Belarus,2.0,2.0,Friendly,Iran,False,,,Draw,1739.5662683426049,1497.5786754517187
2007-02-07,Egypt,Sweden,2.0,0.0,Friendly,Egypt,False,,,Home Win,1721.8790033586567,1771.6014384992895
2007-02-07,England,Spain,0.0,1.0,Friendly,England,False,,,Away Win,1859.7644566884414,1803.531465701768
2007-02-07,France,Argentina,0.0,1.0,Friendly,France,False,,,Away Win,1934.4405416388054,1896.5381986008674
2007-02-07,Georgia,Turkey,1.0,0.0,Friendly,Georgia,False,,,Home Win,1478.7284715688197,1778.3558983007695
2007-02-07,Cyprus,Bulgaria,0.0,3.0,Cyprus International Tournament,Cyprus,False,,,Away Win,1435.4234819377045,1663.4362792880875
2007-02-07,Albania,North Macedonia,0.0,1.0,Friendly,Albania,False,,,Away Win,1452.9232367744942,1484.6928924861056
2007-02-08,El Salvador,Belize,2.0,1.0,UNCAF Cup,El Salvador,False,,,Home Win,1471.810649849987,1375.2547576980814
2007-02-08,Guatemala,Nicaragua,1.0,0.0,UNCAF Cup,El Salvador,True,,,Home Win,1559.5907681603476,1242.9744740429
2007-02-09,Costa Rica,Honduras,3.0,1.0,UNCAF Cup,El Salvador,True,,,Home Win,1617.141720179784,1695.6698349428138
2007-02-10,El Salvador,Nicaragua,2.0,1.0,UNCAF Cup,El Salvador,False,,,Home Win,1476.6884605317957,1240.1920061248877
2007-02-10,Guatemala,Belize,1.0,0.0,UNCAF Cup,El Salvador,True,,,Home Win,1562.37323607836,1370.3769470162727
2007-02-11,Honduras,Panama,1.0,1.0,UNCAF Cup,El Salvador,True,,,Draw,1683.4473320890756,1524.1808848526273
2007-02-12,El Salvador,Guatemala,0.0,0.0,UNCAF Cup,El Salvador,False,,,Draw,1479.2079521756787,1567.3485000494338
2007-02-12,Nicaragua,Belize,4.0,2.0,UNCAF Cup,El Salvador,True,,,Home Win,1237.6725144810048,1365.4016830451988
2007-02-13,Lesotho,Eswatini,0.0,1.0,Friendly,Lesotho,False,,,Away Win,1299.2176872790274,1386.6877905275414
2007-02-13,Panama,Costa Rica,1.0,0.0,UNCAF Cup,El Salvador,True,,,Home Win,1528.468723946863,1629.3642230335222
2007-02-15,Nicaragua,Honduras,1.0,9.0,UNCAF Cup,El Salvador,True,,,Away Win,1251.1917200049631,1679.1594929948399
2007-02-16,Panama,Guatemala,2.0,0.0,UNCAF Cup,El Salvador,True,,,Home Win,1541.2937586885419,1567.6897100107874
2007-02-16,El Salvador,Costa Rica,0.0,2.0,UNCAF Cup,El Salvador,False,,,Away Win,1478.866742214325,1616.5391882918434
2007-02-18,Costa Rica,Panama,1.0,1.0,UNCAF Cup,El Salvador,True,,,Draw,1625.4591176399103,1552.05203687372
2007-02-18,El Salvador,Guatemala,0.0,1.0,UNCAF Cup,El Salvador,False,,,Away Win,1469.9468128662581,1556.9314318256093
2007-02-22,Benin,Chad,0.0,1.0,Friendly,Benin,False,,,Away Win,1401.3298632930669,1429.0333684106688
2007-02-28,Mexico,Venezuela,3.0,1.0,Friendly,United States,True,,,Home Win,1755.4889308486363,1489.3968661569888
2007-03-07,Azerbaijan,Uzbekistan,1.0,0.0,Friendly,Kazakhstan,True,,,Home Win,1341.362820175954,1622.3756210702627
2007-03-07,Kazakhstan,Kyrgyzstan,2.0,0.0,Friendly,Kazakhstan,False,,,Home Win,1403.8830283521245,1402.0188913004697
2007-03-09,Kazakhstan,Azerbaijan,1.0,0.0,Friendly,Kazakhstan,False,,,Home Win,1407.4576938007522,1349.7075137807908
2007-03-09,Kyrgyzstan,Uzbekistan,0.0,6.0,Friendly,Kazakhstan,True,,,Away Win,1398.444225851842,1614.030927465426
2007-03-11,Azerbaijan,Kyrgyzstan,1.0,0.0,Friendly,Kazakhstan,True,,,Home Win,1346.8335910983747,1396.2016354095929
2007-03-11,Kazakhstan,Uzbekistan,1.0,1.0,Friendly,Kazakhstan,False,,,Draw,1410.3316164831683,1616.2735179076751
2007-03-17,Alderney,Guernsey,0.0,5.0,Muratti Vase,Alderney,False,,,Away Win,1211.398028271493,1633.369675848173
2007-03-18,Eswatini,Lesotho,0.0,1.0,Friendly,Swaziland,False,,,Away Win,1391.86803210234,1294.0374457042287
2007-03-20,Libya,Mauritania,0.0,0.0,Friendly,Libya,False,,,Draw,1499.3817289489418,1313.3265782831888
2007-03-21,Mauritius,Ivory Coast,0.0,3.0,Friendly,Mauritius,False,,,Away Win,1410.2944658518877,1744.2281214163147
2007-03-22,Jamaica,Switzerland,0.0,2.0,Friendly,United States,True,,,Away Win,1657.52594739221,1733.8291088326118
2007-03-24,Lithuania,France,0.0,1.0,UEFA Euro qualification,Lithuania,False,,,Away Win,1469.6580516403928,1927.5540111488128
2007-03-24,Luxembourg,Belarus,1.0,2.0,UEFA Euro qualification,Luxembourg,False,,,Away Win,1060.4971082351042,1501.3533238049451
2007-03-24,Moldova,Malta,1.0,1.0,UEFA Euro qualification,Moldova,False,,,Draw,1381.5255356340535,1245.3924638115323
2007-03-24,Montenegro,Hungary,2.0,1.0,Friendly,Montenegro,False,,,Home Win,1499.5552442021035,1527.6452445479244
2007-03-24,Norway,Bosnia and Herzegovina,1.0,2.0,UEFA Euro qualification,Norway,False,,,Away Win,1675.3626209195577,1549.6879189674698
