date,home_team,away_team,home_score,away_score,tournament,country,neutral,shootout_winner,first_shooter,match_outcome,home_elo_pre,away_elo_pre
1969-11-23,Singapore,Vietnam Republic,1.0,1.0,King's Cup,Thailand,True,,,Draw,1357.8880028553933,1520.806829992274
1969-11-23,Laos,Malaysia,1.0,1.0,King's Cup,Thailand,True,,,Draw,1426.2750182917034,1436.8193841390669
1969-11-23,Thailand,South Korea,0.0,0.0,King's Cup,Thailand,False,,,Draw,1369.7345384792322,1590.5494578924695
1969-11-23,Zimbabwe,Australia,1.0,1.0,FIFA World Cup qualification,Mozambique,True,,,Draw,1473.5173325445803,1591.66157004767
1969-11-23,Costa Rica,Jamaica,3.0,0.0,CONCACAF Championship,Costa Rica,False,,,Home Win,1645.0504712646884,1393.7546647645006
1969-11-23,Indonesia,Western Australia,3.0,1.0,King's Cup,Thailand,True,,,Home Win,1591.9550226870067,1475.9703975368325
1969-11-26,South Korea,Vietnam Republic,3.0,0.0,King's Cup,Thailand,True,,,Home Win,1587.2058201001369,1516.4335827116531
1969-11-26,Indonesia,Laos,3.0,1.0,King's Cup,Thailand,True,,,Home Win,1598.7354375093669,1426.5784163923815
1969-11-27,Australia,Zimbabwe,0.0,0.0,FIFA World Cup qualification,Mozambique,True,,,Draw,1586.7487871038413,1478.430115488409
1969-11-27,Costa Rica,Curaçao,2.0,1.0,CONCACAF Championship,Costa Rica,False,,,Home Win,1649.7260515622115,1460.1113366991847
1969-11-27,Mexico,Jamaica,2.0,0.0,CONCACAF Championship,Costa Rica,True,,,Home Win,1632.3714755232925,1389.0790844669775
1969-11-27,Guatemala,Trinidad and Tobago,2.0,0.0,CONCACAF Championship,Costa Rica,True,,,Home Win,1553.6905757105328,1529.436932992073
1969-11-28,Indonesia,South Korea,0.0,1.0,King's Cup,Thailand,True,,,Away Win,1604.149668484475,1595.196545228738
1969-11-28,Laos,Vietnam Republic,0.0,7.0,King's Cup,Thailand,True,,,Away Win,1421.1641854172735,1508.442857583052
1969-11-29,Guatemala,Curaçao,6.0,1.0,CONCACAF Championship,Costa Rica,True,,,Home Win,1572.2966872570457,1453.7591893181514
1969-11-29,Zimbabwe,Australia,1.0,3.0,FIFA World Cup qualification,Mozambique,True,,,Away Win,1482.9607607905516,1582.2181418016987
1969-11-30,Jamaica,Trinidad and Tobago,2.0,3.0,CONCACAF Championship,Costa Rica,True,,,Away Win,1381.1696359585846,1510.83082144556
1969-11-30,Costa Rica,Mexico,2.0,0.0,CONCACAF Championship,Costa Rica,False,,,Home Win,1656.0781989432448,1640.2809240316853
1969-12-01,Malawi,Zimbabwe,2.0,2.0,Friendly,Malawi,False,,,Draw,1434.5106596265382,1472.1331476409105
1969-12-02,Mexico,Guatemala,0.0,1.0,CONCACAF Championship,Costa Rica,True,,,Away Win,1626.7104258802499,1585.726107940988
1969-12-02,Curaçao,Trinidad and Tobago,3.0,1.0,CONCACAF Championship,Costa Rica,True,,,Home Win,1440.3297686342091,1523.6951597482227
1969-12-03,Czechoslovakia,Hungary,4.0,1.0,FIFA World Cup qualification,France,True,,,Home Win,1660.4606461350018,1725.692508833395
1969-12-04,Costa Rica,Trinidad and Tobago,5.0,0.0,CONCACAF Championship,Costa Rica,False,,,Home Win,1669.6486970946803,1498.9862859664775
1969-12-04,Israel,Australia,1.0,0.0,FIFA World Cup qualification,Israel,False,,,Home Win,1484.7789913735664,1593.0457549513399
1969-12-04,Jamaica,Guatemala,0.0,0.0,CONCACAF Championship,Costa Rica,True,,,Draw,1368.305297655922,1608.0744724327167
1969-12-04,Mexico,Curaçao,2.0,2.0,CONCACAF Championship,Costa Rica,True,,,Draw,1604.3620613885212,1465.0386424159544
1969-12-05,Algeria,North Korea,1.0,3.0,Friendly,Algeria,False,,,Away Win,1517.7535722369853,1619.2585694647
1969-12-06,Jamaica,Curaçao,1.0,2.0,CONCACAF Championship,Costa Rica,True,,,Away Win,1380.2663657871963,1472.6548140208226
1969-12-06,Malaysia,Laos,2.0,1.0,Southeast Asian Peninsular Games,Burma,True,,,Home Win,1436.5159860383887,1413.6247260466025
1969-12-07,Malaysia,Vietnam Republic,2.0,1.0,Southeast Asian Peninsular Games,Burma,True,,,Home Win,1445.858074338233,1515.982316953723
1969-12-07,Luxembourg,Bulgaria,1.0,3.0,FIFA World Cup qualification,Luxembourg,False,,,Away Win,1254.798290720486,1598.1962146065248
1969-12-07,Costa Rica,Guatemala,1.0,1.0,CONCACAF Championship,Costa Rica,False,,,Draw,1676.605716139563,1596.1134043014424
1969-12-07,Mexico,Trinidad and Tobago,0.0,0.0,CONCACAF Championship,Costa Rica,True,,,Draw,1596.745889783653,1492.0292669215949
1969-12-08,Iraq,German DR,1.0,1.0,Friendly,Iraq,False,,,Draw,1572.2447499600341,1594.025251053733
1969-12-08,Myanmar,Thailand,1.0,1.0,Southeast Asian Peninsular Games,Burma,False,,,Draw,1596.436419367313,1373.0781762715649
1969-12-09,Laos,Vietnam Republic,0.0,0.0,Southeast Asian Peninsular Games,Burma,True,,,Draw,1404.2826377467582,1503.9909465930655
1969-12-10,England,Portugal,1.0,0.0,Friendly,England,False,,,Home Win,1798.436875593669,1607.7200692581964
1969-12-10,Malaysia,Thailand,0.0,3.0,Southeast Asian Peninsular Games,Burma,True,,,Away Win,1457.8494446988907,1380.3873764362836
1969-12-11,Myanmar,Laos,4.0,0.0,Southeast Asian Peninsular Games,Burma,False,,,Home Win,1589.1272192025942,1407.0761992005353
1969-12-13,Myanmar,Thailand,3.0,0.0,Southeast Asian Peninsular Games,Burma,False,,,Home Win,1592.42135435544,1392.5806917994985
1969-12-14,Australia,Israel,1.0,1.0,FIFA World Cup qualification,Australia,False,,,Draw,1577.688917415179,1500.1358289097273
1969-12-14,DR Congo,Nigeria,5.0,0.0,Friendly,Congo-Kinshasa,False,,,Home Win,1636.1333027696533,1550.3227533211025
1969-12-19,Egypt,German DR,1.0,3.0,Friendly,Egypt,False,,,Away Win,1620.9584970461472,1595.1322796896543
1969-12-28,Morocco,Bulgaria,3.0,0.0,Friendly,Morocco,False,,,Home Win,1538.4472586877225,1604.125410386586
1970-01-04,Malta,Luxembourg,1.0,1.0,Friendly,Malta,False,,,Draw,1471.6681557138027,1248.8690949404247
1970-01-14,England,Netherlands,0.0,0.0,Friendly,England,False,,,Draw,1800.0164559367627,1480.5385241280833
1970-01-28,Israel,Netherlands,0.0,1.0,Friendly,Israel,False,,,Away Win,1507.197142504135,1484.7179450229878
1970-02-04,Peru,Czechoslovakia,0.0,2.0,Friendly,Peru,False,,,Away Win,1524.4281826075658,1678.244299822429
1970-02-06,Cameroon,Ivory Coast,3.0,2.0,African Cup of Nations,Sudan,True,,,Home Win,1502.2340082865373,1626.5555455022386
1970-02-06,Sudan,Ethiopia,3.0,0.0,African Cup of Nations,Sudan,False,,,Home Win,1541.4804174037704,1532.6330206097286
1970-02-07,DR Congo,Ghana,0.0,2.0,African Cup of Nations,Sudan,True,,,Away Win,1638.6880724950652,1670.077645700747
1970-02-07,Egypt,Guinea,4.0,1.0,African Cup of Nations,Sudan,True,,,Home Win,1614.2229343883048,1536.5260803751498
1970-02-07,Peru,Czechoslovakia,2.0,1.0,Friendly,Peru,False,,,Home Win,1520.1965237793863,1682.4759586506084
1970-02-08,Sudan,Ivory Coast,0.0,1.0,African Cup of Nations,Sudan,False,,,Away Win,1555.4119105258123,1599.6895892835312
1970-02-08,Cameroon,Ethiopia,3.0,2.0,African Cup of Nations,Sudan,True,,,Home Win,1529.0999645052448,1518.7015274876867
1970-02-09,DR Congo,Guinea,2.0,2.0,African Cup of Nations,Sudan,True,,,Draw,1620.4901012355906,1520.9255743733013
1970-02-09,Egypt,Ghana,1.0,1.0,African Cup of Nations,Sudan,True,,,Draw,1629.8234403901533,1688.2756169602217
1970-02-09,Peru,Romania,1.0,1.0,Friendly,Peru,False,,,Draw,1526.0833189461152,1573.600525044109
1970-02-10,Ethiopia,Ivory Coast,1.0,6.0,African Cup of Nations,Sudan,True,,,Away Win,1499.2999309764286,1622.8700014150943
1970-02-10,Sudan,Cameroon,2.0,1.0,African Cup of Nations,Sudan,False,,,Home Win,1532.2314983942492,1548.5015610165028
1970-02-11,DR Congo,Egypt,0.0,1.0,African Cup of Nations,Sudan,True,,,Away Win,1614.9106100493445,1633.1568275790996
1970-02-11,Ghana,Guinea,1.0,1.0,African Cup of Nations,Sudan,True,,,Draw,1684.9422297712754,1526.5050655595473
1970-02-11,Spain,Germany,2.0,0.0,Friendly,Spain,False,,,Home Win,1605.5980028119145,1783.9376159298602
1970-02-14,Sudan,Egypt,2.0,1.0,African Cup of Nations,Sudan,False,,,Home Win,1547.502807820647,1652.1074554186853
1970-02-14,Peru,Russia,0.0,0.0,Friendly,Peru,False,,,Draw,1525.3337236964521,1744.7644173316571
1970-02-14,Ghana,Ivory Coast,2.0,1.0,African Cup of Nations,Sudan,True,,,Home Win,1676.4055520075788,1636.0422333065185
1970-02-15,Mexico,Bulgaria,1.0,1.0,Friendly,Mexico,False,,,Draw,1590.894048512924,1599.6177410239925
1970-02-16,Egypt,Ivory Coast,3.0,1.0,African Cup of Nations,Sudan,True,,,Home Win,1631.8424061140556,1618.3553356990228
1970-02-16,Sudan,Ghana,1.0,0.0,African Cup of Nations,Sudan,False,,,Home Win,1567.7678571252766,1694.0924496150744
1970-02-18,Mexico,Bulgaria,2.0,0.0,Friendly,Mexico,False,,,Home Win,1589.6098856084557,1600.9019039284608
1970-02-20,Peru,Russia,0.0,2.0,Friendly,Peru,False,,,Away Win,1526.9878255814847,1743.1103154466246
1970-02-21,Peru,Bulgaria,1.0,3.0,Friendly,Peru,False,,,Away Win,1523.5993963163276,1597.1514786848697
1970-02-21,Spain,Italy,2.0,2.0,Friendly,Spain,False,,,Draw,1611.706675168442,1708.5532216731303
1970-02-22,El Salvador,Russia,0.0,2.0,Friendly,El Salvador,False,,,Away Win,1568.7154986216951,1746.4987447117817
1970-02-22,Mexico,Sweden,0.0,0.0,Friendly,Mexico,False,,,Draw,1593.3603108520467,1619.3947480789006
1970-02-24,Peru,Bulgaria,5.0,3.0,Friendly,Peru,False,,,Home Win,1518.219513676933,1602.5313613242643
1970-02-25,Belgium,England,1.0,3.0,Friendly,Belgium,False,,,Away Win,1560.0123971943763,1795.8370350418581
1970-02-26,Mexico,Russia,0.0,0.0,Friendly,Mexico,False,,,Draw,1592.3116556140087,1750.3976881560568
1970-02-26,Costa Rica,El Salvador,2.0,0.0,Friendly,Costa Rica,False,,,Home Win,1667.0594568729985,1564.81655517742
1970-03-01,Mexico,Sweden,0.0,1.0,Friendly,Mexico,False,,,Away Win,1593.1398786494537,1620.4434033169387
1970-03-04,Brazil,Argentina,0.0,2.0,Friendly,Brazil,False,,,Away Win,1779.7269192160788,1662.2500684182232
1970-03-05,Peru,Mexico,0.0,1.0,Friendly,Peru,False,,,Away Win,1522.9938963319366,1587.1086969918083
1970-03-08,Brazil,Argentina,2.0,1.0,Friendly,Brazil,False,,,Home Win,1771.9506378651422,1670.0263497691599
1970-03-08,Peru,Mexico,1.0,0.0,Friendly,Peru,False,,,Home Win,1517.4792954173547,1592.6232979063902
1970-03-15,Mexico,Peru,3.0,1.0,Friendly,Mexico,False,,,Home Win,1587.9803954451802,1522.1221978785647
1970-03-18,Mexico,Peru,3.0,3.0,Friendly,Mexico,False,,,Draw,1590.7596879606615,1519.3429053630834
1970-03-22,Ethiopia,Israel,1.0,5.0,Friendly,Ethiopia,False,,,Away Win,1486.1276990850045,1500.5040845899134
1970-03-22,Guinea,Ivory Coast,4.0,2.0,Friendly,Guinea,False,,,Home Win,1535.041743323244,1599.1313241393339
1970-03-22,Brazil,Chile,5.0,0.0,Friendly,Brazil,False,,,Home Win,1774.3330076255268,1587.6963093064776
1970-03-22,Burkina Faso,Niger,3.0,3.0,Friendly,Upper Volta,False,,,Draw,1452.0578879811058,1439.7075819838496
1970-03-26,Brazil,Chile,2.0,1.0,Friendly,Brazil,False,,,Home Win,1775.9440789140747,1586.0852380179297
1970-03-26,Guinea,Mali,2.0,1.0,Friendly,Guinea,False,,,Home Win,1539.5267833131124,1498.2398097669459
1970-03-27,Bahrain,Qatar,2.0,1.0,Gulf Cup,Bahrain,False,,,Home Win,1437.8383371341974,1500.0
1970-03-28,Saudi Arabia,Kuwait,1.0,3.0,Gulf Cup,Bahrain,True,,,Away Win,1493.3581625131126,1420.5727053459102
1970-03-30,Bahrain,Saudi Arabia,0.0,0.0,Gulf Cup,Bahrain,False,,,Draw,1446.753547697265,1481.2933471567983
1970-03-31,Kuwait,Qatar,4.0,2.0,Gulf Cup,Bahrain,True,,,Home Win,1432.6375207022245,1491.0847894369324
1970-03-31,Uruguay,Peru,2.0,0.0,Friendly,Uruguay,False,,,Home Win,1685.7986806872009,1521.6273689976804
1970-04-02,Saudi Arabia,Qatar,1.0,1.0,Gulf Cup,Bahrain,True,,,Draw,1483.1554612634975,1479.4182331776553
1970-04-03,Bahrain,Kuwait,1.0,3.0,Gulf Cup,Bahrain,False,,,Away Win,1444.8914335905658,1444.3040769615016
1970-04-04,Guernsey,Alderney,5.0,0.0,Muratti Vase,Guernsey,False,,,Home Win,1548.7323139988773,1306.1416858207378
1970-04-08,Yugoslavia,Austria,1.0,1.0,Friendly,Yugoslavia,False,,,Draw,1645.6287831993372,1555.6614231810393
1970-04-08,Germany,Romania,1.0,1.0,Friendly,Germany,False,,,Draw,1777.8289435733327,1574.350120293772
1970-04-08,Argentina,Uruguay,2.0,1.0,Friendly,Argentina,False,,,Home Win,1667.6439800087753,1687.5922766447559
1970-04-08,France,Bulgaria,1.0,1.0,Friendly,France,False,,,Draw,1548.0571803491557,1597.7569786692607
1970-04-12,Austria,Czechoslovakia,1.0,3.0,Friendly,Austria,False,,,Away Win,1558.1519006381247,1676.5891634838795
1970-04-12,Brazil,Paraguay,0.0,0.0,Friendly,Brazil,False,,,Draw,1777.5302393850625,1578.8382413190664
1970-04-12,Yugoslavia,Hungary,2.0,2.0,Friendly,Yugoslavia,False,,,Draw,1643.1383057422518,1707.908855145968
1970-04-14,Haiti,Bermuda,1.0,1.0,Friendly,Haiti,False,,,Draw,1487.7580613007865,1443.1040795704414
1970-04-15,Ghana,Ivory Coast,3.0,0.0,Friendly,Ghana,False,,,Home Win,1672.579977433916,1594.6462841494654
1970-04-15,Uruguay,Argentina,2.0,1.0,Friendly,Uruguay,False,,,Home Win,1683.7243507974629,1671.5119058560683
1970-04-18,Northern Ireland,Scotland,0.0,1.0,British Home Championship,Northern Ireland,False,,,Away Win,1515.7999999638757,1600.099074432897
1970-04-18,Wales,England,1.0,1.0,British Home Championship,Wales,False,,,Draw,1466.3906919309368,1798.976206174682
1970-04-19,Ghana,Ivory Coast,1.0,1.0,Friendly,Ghana,False,,,Draw,1675.2219449235176,1592.0043166598637
1970-04-21,Peru,El Salvador,3.0,0.0,Friendly,Peru,False,,,Home Win,1519.8337730401254,1562.4375123227098
1970-04-21,England,Northern Ireland,3.0,1.0,British Home Championship,England,False,,,Home Win,1793.1301256465829,1505.3483983814324
1970-04-22,Scotland,Wales,0.0,0.0,British Home Championship,Scotland,False,,,Draw,1610.5506760153403,1472.2367724590358
1970-04-22,Switzerland,Spain,0.0,1.0,Friendly,Switzerland,False,,,Away Win,1453.9080574869959,1611.6612945707825
1970-04-25,Scotland,England,0.0,0.0,British Home Championship,Scotland,False,,,Draw,1604.5971141275822,1795.0679553738278
1970-04-25,Wales,Northern Ireland,1.0,0.0,British Home Championship,Wales,False,,,Home Win,1478.1903343467939,1503.4105686541875
1970-04-28,France,Romania,2.0,0.0,Friendly,France,False,,,Home Win,1547.338317702897,1577.8658156149365
1970-04-29,Brazil,Austria,1.0,0.0,Friendly,Brazil,False,,,Home Win,1774.0497119656602,1553.4169853930825
1970-04-29,Mexico,Ecuador,4.0,2.0,Friendly,Mexico,False,,,Home Win,1588.4752243260646,1331.4622539452705
1970-05-02,Hungary,Poland,2.0,0.0,Friendly,Hungary,False,,,Home Win,1708.4141172363934,1525.0392249045728
1970-05-03,Switzerland,France,2.0,1.0,Friendly,Switzerland,False,,,Home Win,1449.7316218828546,1551.3516432367337
1970-05-05,Bulgaria,Russia,3.0,3.0,Friendly,Bulgaria,False,,,Draw,1598.4758413155193,1749.5694651206118
1970-05-06,Romania,Yugoslavia,0.0,0.0,Friendly,Romania,False,,,Draw,1573.8524900810999,1642.6330436518263
1970-05-06,Bulgaria,Russia,0.0,0.0,Friendly,Bulgaria,False,,,Draw,1599.2058825127203,1748.8394239234108
1970-05-06,Poland,Republic of Ireland,2.0,1.0,Friendly,Poland,False,,,Home Win,1523.4026151633452,1447.674398809545
1970-05-09,Germany,Republic of Ireland,2.0,1.0,Friendly,Germany,False,,,Home Win,1774.3132482521683,1445.0076774198349
1970-05-09,Luxembourg,Czechoslovakia,0.0,1.0,Friendly,Luxembourg,False,,,Away Win,1252.5199425430596,1681.3240787289217
1970-05-09,Jersey,Guernsey,2.0,0.0,Muratti Vase,Jersey,False,,,Home Win,1645.126000180385,1551.1755622562641
1970-05-10,Portugal,Italy,1.0,2.0,Friendly,Portugal,False,,,Away Win,1606.1404889151027,1708.5986022707898
1970-05-13,Germany,Yugoslavia,1.0,0.0,Friendly,Germany,False,,,Home Win,1775.0922096114743,1643.081122285014
1970-05-13,Norway,Czechoslovakia,0.0,2.0,Friendly,Norway,False,,,Away Win,1426.1768026293144,1682.63339248462
1970-05-14,Guinea,Senegal,3.0,1.0,Friendly,Guinea,False,,,Home Win,1542.5986325438098,1519.7633700551037
1970-05-16,Poland,German DR,1.0,1.0,Friendly,Poland,False,,,Draw,1526.0693365530553,1601.8678423474967
1970-05-16,Hungary,Sweden,1.0,2.0,Friendly,Hungary,False,,,Away Win,1710.050726977621,1626.474584974584
1970-05-17,Guinea,Senegal,4.0,0.0,Friendly,Guinea,False,,,Home Win,1545.9010395456542,1516.4609630532593
1970-05-19,Denmark,Poland,0.0,2.0,Friendly,Denmark,False,,,Away Win,1468.5010621565368,1525.7216112796148
1970-05-20,Colombia,England,0.0,4.0,Friendly,Colombia,False,,,Away Win,1329.6113714327928,1792.521296377313
1970-05-24,Ecuador,England,0.0,2.0,Friendly,Ecuador,False,,,Away Win,1330.3269053289453,1793.6229261366843
1970-05-31,Mexico,Russia,0.0,0.0,FIFA World Cup,Mexico,False,,,Draw,1589.6105729423898,1748.1299595573985
1970-06-02,Bulgaria,Peru,2.0,3.0,FIFA World Cup,Mexico,True,,,Away Win,1599.9153468787326,1524.0152074146176
1970-06-02,England,Romania,1.0,0.0,FIFA World Cup,Mexico,True,,,Home Win,1794.7223790852972,1573.404411447912
1970-06-02,Israel,Uruguay,0.0,2.0,FIFA World Cup,Mexico,True,,,Away Win,1506.7119526370118,1687.1633858642374
1970-06-03,Italy,Sweden,1.0,0.0,FIFA World Cup,Mexico,True,,,Home Win,1713.5632277662114,1633.895273245354
1970-06-03,Germany,Morocco,2.0,1.0,FIFA World Cup,Mexico,True,,,Home Win,1777.1746160040313,1542.954928050316
1970-06-03,Finland,Denmark,1.0,1.0,Nordic Championship,Finland,False,,,Draw,1278.1508991530136,1462.8885088428044
1970-06-03,Brazil,Czechoslovakia,4.0,1.0,FIFA World Cup,Mexico,True,,,Home Win,1775.4134853578746,1685.5225895654864
1970-06-03,Belgium,El Salvador,3.0,0.0,FIFA World Cup,Mexico,True,,,Home Win,1556.8732260615525,1558.2560779482176
1970-06-06,Belgium,Russia,1.0,4.0,FIFA World Cup,Mexico,True,,,Away Win,1586.992630461281,1743.1242367844304
1970-06-06,Czechoslovakia,Romania,1.0,2.0,FIFA World Cup,Mexico,True,,,Away Win,1663.1157178660642,1560.290102693354
1970-06-06,Italy,Uruguay,0.0,0.0,FIFA World Cup,Mexico,True,,,Draw,1736.8022275900694,1702.8467226873504
1970-06-06,Morocco,Peru,0.0,3.0,FIFA World Cup,Mexico,True,,,Away Win,1530.5857948783093,1560.4666478790655
1970-06-06,Uganda,Tanzania,1.0,1.0,Friendly,Uganda,False,,,Draw,1446.806424908437,1428.6294286355103
1970-06-07,Israel,Sweden,1.0,1.0,FIFA World Cup,Mexico,True,,,Draw,1491.0286158138988,1610.656273421496
1970-06-07,Mexico,El Salvador,4.0,0.0,FIFA World Cup,Mexico,False,,,Home Win,1594.6162957153579,1528.1366735484892
1970-06-07,Brazil,England,1.0,0.0,FIFA World Cup,Mexico,True,,,Home Win,1797.8203570572969,1807.8366878398554
1970-06-07,Bulgaria,Germany,2.0,5.0,FIFA World Cup,Mexico,True,,,Away Win,1563.4639064142848,1789.543749176038
1970-06-10,Brazil,Romania,3.0,2.0,FIFA World Cup,Mexico,True,,,Home Win,1828.6849970509447,1598.9183238552896
1970-06-10,El Salvador,Russia,0.0,2.0,FIFA World Cup,Mexico,True,,,Away Win,1511.5039576439578,1760.4824886278602
1970-06-10,Germany,Peru,3.0,1.0,FIFA World Cup,Mexico,True,,,Home Win,1802.379315081818,1587.8928703124902
1970-06-10,Sweden,Uruguay,1.0,0.0,FIFA World Cup,Mexico,True,,,Home Win,1600.7165190244775,1705.769377335509
1970-06-11,Bulgaria,Morocco,1.0,1.0,FIFA World Cup,Mexico,True,,,Draw,1550.6283405085048,1503.1595724448846
1970-06-11,Czechoslovakia,England,0.0,1.0,FIFA World Cup,Mexico,True,,,Away Win,1624.4874967041285,1776.9720478462075
1970-06-11,Israel,Italy,0.0,0.0,FIFA World Cup,Mexico,True,,,Draw,1500.9683702109173,1733.8795729419107
1970-06-11,Mexico,Belgium,1.0,0.0,FIFA World Cup,Mexico,False,,,Home Win,1611.2490116198892,1569.634378617851
1970-06-13,Honduras,Panama,1.0,0.0,Friendly,Honduras,False,,,Home Win,1478.7294859318354,1392.2952974771574
1970-06-14,Mexico,Italy,1.0,4.0,FIFA World Cup,Mexico,False,,,Away Win,1629.656030754546,1716.3228305267428
1970-06-14,Russia,Uruguay,0.0,1.0,FIFA World Cup,Mexico,True,,,Away Win,1772.0381907535648,1666.965075560395
1970-06-14,Brazil,Peru,4.0,2.0,FIFA World Cup,Mexico,True,,,Home Win,1841.3077283405892,1574.3711021373515
1970-06-14,England,Germany,2.0,3.0,FIFA World Cup,Mexico,True,,,Away Win,1794.5904336511871,1815.9010832569568
1970-06-17,Norway,Finland,2.0,0.0,Nordic Championship,Norway,False,,,Home Win,1423.2876055484478,1280.5426074270383
1970-06-17,Germany,Italy,3.0,4.0,FIFA World Cup,Mexico,True,,,Away Win,1844.0632780208712,1747.4735467411506
1970-06-17,Brazil,Uruguay,3.0,1.0,FIFA World Cup,Mexico,True,,,Home Win,1851.92943915736,1705.7709757787427
1970-06-20,Germany,Uruguay,1.0,0.0,FIFA World Cup,Mexico,True,,,Home Win,1805.9314761370356,1687.69601629308
1970-06-20,Malaysia,Singapore,5.0,0.0,Indonesia Tournament,Indonesia,True,,,Home Win,1445.6561293356758,1362.2612501360143
1970-06-21,Brazil,Italy,4.0,1.0,FIFA World Cup,Mexico,True,,,Home Win,1870.0043986430228,1785.6053486249862
1970-06-21,Indonesia,Hong Kong,2.0,1.0,Indonesia Tournament,Indonesia,False,,,Home Win,1593.8920339075262,1369.399414299488
1970-06-21,South Korea,Singapore,8.0,0.0,Indonesia Tournament,Indonesia,True,,,Home Win,1605.4541798056866,1354.6164886976298
1970-06-23,Indonesia,Western Australia,3.0,1.0,Indonesia Tournament,Indonesia,False,,,Home Win,1596.5676630787254,1469.1899827144723
1970-06-23,South Korea,Malaysia,0.0,1.0,Indonesia Tournament,Indonesia,True,,,Away Win,1609.2729057062315,1453.3008907740602
1970-06-24,Hong Kong,Western Australia,3.0,1.0,Indonesia Tournament,Indonesia,True,,,Home Win,1366.7237851282887,1464.9365336116214
1970-06-25,Sweden,Denmark,1.0,1.0,Nordic Championship,Sweden,False,,,Draw,1639.5208207995915,1460.4968005687797
1970-06-26,Indonesia,South Korea,2.0,2.0,Indonesia Tournament,Indonesia,False,,,Draw,1600.8211121815764,1595.0627681388364
1970-06-26,Hong Kong,Malaysia,1.0,1.0,Indonesia Tournament,Indonesia,True,,,Draw,1379.4776126388872,1467.5110283414554
1970-06-27,Indonesia,Hong Kong,3.0,2.0,Indonesia Tournament,Indonesia,False,,,Home Win,1597.8677993737901,1381.9585504158701
1970-06-28,South Korea,Malaysia,0.0,2.0,Indonesia Tournament,Indonesia,True,,,Away Win,1598.0160809466227,1465.0300905644724
1970-06-30,DR Congo,Sudan,3.0,0.0,Friendly,Congo-Kinshasa,False,,,Home Win,1595.959982209759,1589.280329306435
1970-07-06,Malawi,Mauritius,1.0,0.0,Friendly,Malawi,False,,,Home Win,1433.6224974838256,1533.11382051289
1970-07-07,Iceland,Denmark,0.0,0.0,Friendly,Iceland,False,,,Draw,1367.4645022932675,1467.154439311021
1970-07-09,Malawi,Mauritius,0.0,0.0,Friendly,Malawi,False,,,Draw,1438.615177038991,1528.1211409577245
1970-07-11,Gabon,Cameroon,1.0,1.0,Friendly,Gabon,False,,,Draw,1460.3214531645397,1533.2302515901051
1970-07-11,Tahiti,New Caledonia,3.0,1.0,Friendly,Tahiti,False,,,Home Win,1535.290147835048,1562.2247870076785
1970-07-18,Tahiti,New Caledonia,0.0,2.0,Friendly,Tahiti,False,,,Away Win,1539.253884399777,1558.2610504429495
1970-07-20,Iceland,Norway,2.0,0.0,Friendly,Iceland,False,,,Home Win,1367.460040129447,1427.2523367533859
1970-07-22,Poland,Iraq,2.0,0.0,Friendly,Poland,False,,,Home Win,1531.3341645933472,1571.1377213241128
1970-07-26,Ivory Coast,Guinea,3.0,2.0,Friendly,Ivory Coast,False,,,Home Win,1594.4210528446488,1549.119901713979
1970-07-26,German DR,Iraq,5.0,0.0,Friendly,German DR,False,,,Home Win,1602.2155676209372,1566.9954522280298
1970-07-30,India,Taiwan,0.0,1.0,Merdeka Tournament,Malaysia,True,,,Away Win,1494.9332605297147,1448.8034707766722
1970-07-30,Malaysia,Vietnam Republic,0.0,0.0,Merdeka Tournament,Malaysia,False,,,Draw,1478.6811488012645,1501.1973851392884
1970-07-31,Hong Kong,Japan,2.0,1.0,Merdeka Tournament,Malaysia,True,,,Home Win,1379.1663188596044,1548.8813116351814
1970-07-31,South Korea,Thailand,0.0,0.0,Merdeka Tournament,Malaysia,True,,,Draw,1584.3650227098306,1389.5587484303019
1970-08-01,Myanmar,Western Australia,1.0,0.0,Merdeka Tournament,Malaysia,True,,,Home Win,1595.4432977246365,1452.1827061010229
1970-08-01,Taiwan,Vietnam Republic,2.0,1.0,Merdeka Tournament,Malaysia,True,,,Home Win,1460.1234455808012,1503.3912948984566
1970-08-01,Malaysia,India,1.0,3.0,Merdeka Tournament,Malaysia,False,,,Away Win,1476.4872390420962,1483.6132857255857
1970-08-01,Cameroon,Gabon,0.0,3.0,Friendly,Cameroon,False,,,Away Win,1533.6193370856345,1459.9323676690103
1970-08-01,Indonesia,Singapore,3.0,1.0,Merdeka Tournament,Malaysia,True,,,Home Win,1600.6600309300559,1350.797762797085
1970-08-02,Japan,South Korea,1.0,1.0,Merdeka Tournament,Malaysia,True,,,Draw,1534.351227507322,1579.2800748363452
1970-08-02,Hong Kong,Thailand,2.0,0.0,Merdeka Tournament,Malaysia,True,,,Home Win,1393.696402987464,1394.6436963037872
1970-08-03,Myanmar,India,2.0,0.0,Merdeka Tournament,Malaysia,True,,,Home Win,1601.5387446597906,1496.2245112724518
1970-08-03,Vietnam Republic,Western Australia,1.0,3.0,Merdeka Tournament,Malaysia,True,,,Away Win,1492.152344410272,1446.0872591658688
1970-08-04,Malaysia,Taiwan,3.0,1.0,Merdeka Tournament,Malaysia,False,,,Home Win,1463.8760134952302,1471.3623960689858
1970-08-04,Hong Kong,Indonesia,1.0,3.0,Merdeka Tournament,Malaysia,True,,,Away Win,1403.7236682132618,1604.4961349615385
